"Reference Area","Time Period","Sex","Age group","Units of measurement","Observation Value"
"United Arab Emirates","2005","All genders","Not applicable","Number","5566"
"United Arab Emirates","2004","All genders","Not applicable","Number","4723"
"United Arab Emirates","2003","All genders","Not applicable","Number","4490"
"United Arab Emirates","2002","All genders","Not applicable","Number","4442"
"United Arab Emirates","2001","All genders","Not applicable","Number","4475"
"United Arab Emirates","2000","All genders","Not applicable","Number","4136"
"United Arab Emirates","1999","All genders","Not applicable","Number","4123"
"United Arab Emirates","1998","All genders","Not applicable","Number","3913"
"United Kingdom of Great Britain and Northern Ireland","2012","All genders","Not applicable","Number","27968"
"United Kingdom of Great Britain and Northern Ireland","2011","All genders","Not applicable","Number","28588"
"United Kingdom of Great Britain and Northern Ireland","2010","All genders","Not applicable","Number","24635"
"United Kingdom of Great Britain and Northern Ireland","2009","All genders","Not applicable","Number","23610"
"United Kingdom of Great Britain and Northern Ireland","2008","All genders","Not applicable","Number","21707"
"United Kingdom of Great Britain and Northern Ireland","2007","All genders","Not applicable","Number","25210"
"United Kingdom of Great Britain and Northern Ireland","2006","All genders","Not applicable","Number","23257"
"United Kingdom of Great Britain and Northern Ireland","2005","All genders","Not applicable","Number","23084"
"United Kingdom of Great Britain and Northern Ireland","2004","All genders","Not applicable","Number","24035"
"United Kingdom of Great Britain and Northern Ireland","2003","All genders","Not applicable","Number","31918"
"United Kingdom of Great Britain and Northern Ireland","2002","All genders","Not applicable","Number","29852"
"United Kingdom of Great Britain and Northern Ireland","2001","All genders","Not applicable","Number","27953"
"United Kingdom of Great Britain and Northern Ireland","2000","All genders","Not applicable","Number","22359"
"United Kingdom of Great Britain and Northern Ireland","1999","All genders","Not applicable","Number","27783"
"United Kingdom of Great Britain and Northern Ireland","1998","All genders","Not applicable","Number","28173"
"United Republic of Tanzania","2012","All genders","Not applicable","Number","5741"
"United Republic of Tanzania","2011","All genders","Not applicable","Number","5796"
"United Republic of Tanzania","2010","All genders","Not applicable","Number","6174"
"United Republic of Tanzania","2009","All genders","Not applicable","Number","6122"
"United Republic of Tanzania","2008","All genders","Not applicable","Number","5329"
"United Republic of Tanzania","2007","All genders","Not applicable","Number","4653"
"United Republic of Tanzania","2006","All genders","Not applicable","Number","4389"
"United Republic of Tanzania","2005","All genders","Not applicable","Number","4237"
"United Republic of Tanzania","2004","All genders","Not applicable","Number","4200"
"United Republic of Tanzania","2003","All genders","Not applicable","Number","4355"
"United Republic of Tanzania","2002","All genders","Not applicable","Number","4097"
"United Republic of Tanzania","2001","All genders","Not applicable","Number","3291"
"United Republic of Tanzania","2000","All genders","Not applicable","Number","2878"
"United Republic of Tanzania","1999","All genders","Not applicable","Number","2635"
"United Republic of Tanzania","1998","All genders","Not applicable","Number","2591"
"United States of America","2012","All genders","Not applicable","Number","58133"
"United States of America","2011","All genders","Not applicable","Number","57843"
"United States of America","2010","All genders","Not applicable","Number","55667"
"United States of America","2009","All genders","Not applicable","Number","55176"
"United States of America","2008","All genders","Not applicable","Number","53450"
"United States of America","2007","All genders","Not applicable","Number","55610"
"United States of America","2006","All genders","Not applicable","Number","52571"
"United States of America","2005","All genders","Not applicable","Number","50850"
"United States of America","2004","All genders","Not applicable","Number","48781"
"United States of America","2003","All genders","Not applicable","Number","49582"
"United States of America","2002","All genders","Not applicable","Number","50442"
"United States of America","2001","All genders","Not applicable","Number","45836"
"United States of America","2000","All genders","Not applicable","Number","41637"
"United States of America","1999","All genders","Not applicable","Number","39658"
"United States of America","1998","All genders","Not applicable","Number","36363"
"Uruguay","2012","All genders","Not applicable","Number","2472"
"Uruguay","2011","All genders","Not applicable","Number","2715"
"Uruguay","2010","All genders","Not applicable","Number","2871"
"Uruguay","2009","All genders","Not applicable","Number","2469"
"Uruguay","2008","All genders","Not applicable","Number","2436"
"Uruguay","2007","All genders","Not applicable","Number","2651"
"Uruguay","2006","All genders","Not applicable","Number","2141"
"Uruguay","2005","All genders","Not applicable","Number","2028"
"Uruguay","2004","All genders","Not applicable","Number","1869"
"Uruguay","2003","All genders","Not applicable","Number","1903"
"Uruguay","2002","All genders","Not applicable","Number","1729"
"Uruguay","2001","All genders","Not applicable","Number","1497"
"Uruguay","2000","All genders","Not applicable","Number","1477"
"Uruguay","1999","All genders","Not applicable","Number","1345"
"Uruguay","1998","All genders","Not applicable","Number","1290"
"Uzbekistan","2012","All genders","Not applicable","Number","24489"
"Uzbekistan","2011","All genders","Not applicable","Number","24882"
"Uzbekistan","2010","All genders","Not applicable","Number","24175"
"Uzbekistan","2009","All genders","Not applicable","Number","28935"
"Uzbekistan","2008","All genders","Not applicable","Number","31291"
"Uzbekistan","2007","All genders","Not applicable","Number","31973"
"Uzbekistan","2006","All genders","Not applicable","Number","29122"
"Uzbekistan","2005","All genders","Not applicable","Number","23285"
"Uzbekistan","2004","All genders","Not applicable","Number","17213"
"Uzbekistan","2003","All genders","Not applicable","Number","12642"
"Uzbekistan","2002","All genders","Not applicable","Number","12864"
"Uzbekistan","2001","All genders","Not applicable","Number","11121"
"Uzbekistan","2000","All genders","Not applicable","Number","13244"
"Uzbekistan","1999","All genders","Not applicable","Number","13453"
"Uzbekistan","1998","All genders","Not applicable","Number","13389"
"Vanuatu","2012","All genders","Not applicable","Number","1850"
"Vanuatu","2011","All genders","Not applicable","Number","1797"
"Vanuatu","2010","All genders","Not applicable","Number","1775"
"Vanuatu","2009","All genders","Not applicable","Number","1758"
"Vanuatu","2008","All genders","Not applicable","Number","1724"
"Vanuatu","2007","All genders","Not applicable","Number","1506"
"Vanuatu","2006","All genders","Not applicable","Number","1301"
"Vanuatu","2005","All genders","Not applicable","Number","1117"
"Vanuatu","2004","All genders","Not applicable","Number","840"
"Vanuatu","2003","All genders","Not applicable","Number","841"
"Vanuatu","2002","All genders","Not applicable","Number","818"
"Vanuatu","2001","All genders","Not applicable","Number","790"
"Vanuatu","2000","All genders","Not applicable","Number","773"
"Vanuatu","1999","All genders","Not applicable","Number","770"
"Vanuatu","1998","All genders","Not applicable","Number","773"
"Venezuela (Bolivarian Republic of)","2012","All genders","Not applicable","Number","11720"
"Venezuela (Bolivarian Republic of)","2011","All genders","Not applicable","Number","11486"
"Venezuela (Bolivarian Republic of)","2010","All genders","Not applicable","Number","13525"
"Venezuela (Bolivarian Republic of)","2009","All genders","Not applicable","Number","12684"
"Venezuela (Bolivarian Republic of)","2008","All genders","Not applicable","Number","12275"
"Venezuela (Bolivarian Republic of)","2007","All genders","Not applicable","Number","11986"
"Venezuela (Bolivarian Republic of)","2006","All genders","Not applicable","Number","9160"
"Venezuela (Bolivarian Republic of)","2005","All genders","Not applicable","Number","9470"
"Venezuela (Bolivarian Republic of)","2004","All genders","Not applicable","Number","9453"
"Venezuela (Bolivarian Republic of)","2003","All genders","Not applicable","Number","9918"
"Venezuela (Bolivarian Republic of)","2002","All genders","Not applicable","Number","9497"
"Venezuela (Bolivarian Republic of)","2001","All genders","Not applicable","Number","7601"
"Venezuela (Bolivarian Republic of)","2000","All genders","Not applicable","Number","7741"
"Venezuela (Bolivarian Republic of)","1999","All genders","Not applicable","Number","7339"
"Venezuela (Bolivarian Republic of)","1998","All genders","Not applicable","Number","7288"
"Viet Nam","2012","All genders","Not applicable","Number","53802"
"Viet Nam","2011","All genders","Not applicable","Number","52028"
"Viet Nam","2010","All genders","Not applicable","Number","47272"
"Viet Nam","2009","All genders","Not applicable","Number","43949"
"Viet Nam","2008","All genders","Not applicable","Number","36518"
"Viet Nam","2007","All genders","Not applicable","Number","28016"
"Viet Nam","2006","All genders","Not applicable","Number","23334"
"Viet Nam","2005","All genders","Not applicable","Number","20805"
"Viet Nam","2004","All genders","Not applicable","Number","17038"
"Viet Nam","2003","All genders","Not applicable","Number","14893"
"Viet Nam","2002","All genders","Not applicable","Number","12201"
"Viet Nam","2001","All genders","Not applicable","Number","9851"
"Viet Nam","2000","All genders","Not applicable","Number","9152"
"Viet Nam","1999","All genders","Not applicable","Number","8173"
"Viet Nam","1998","All genders","Not applicable","Number","7862"
"Yemen","2012","All genders","Not applicable","Number","14943"
"Yemen","2011","All genders","Not applicable","Number","13418"
"Yemen","2010","All genders","Not applicable","Number","8988"
"Yemen","2009","All genders","Not applicable","Number","11211"
"Yemen","2008","All genders","Not applicable","Number","10274"
"Yemen","2007","All genders","Not applicable","Number","9054"
"Yemen","2006","All genders","Not applicable","Number","9265"
"Yemen","2005","All genders","Not applicable","Number","9147"
"Yemen","2004","All genders","Not applicable","Number","8682"
"Yemen","2003","All genders","Not applicable","Number","7634"
"Yemen","2002","All genders","Not applicable","Number","7466"
"Yemen","2001","All genders","Not applicable","Number","6465"
"Yemen","2000","All genders","Not applicable","Number","6227"
"Yemen","1999","All genders","Not applicable","Number","5838"
